Row#,Name,dwGroup,wTableIndex,Mod1,Mod2,Mod3,wIType1,wIType2,wIType3,wIType4,wIType5,wIType6,wIType7,wEType1,wEType2,wEType3,wEType4,wEType5
624,'of Taunting',0x2C,0x5286,0xF3::(137)[4294967276.4294967291],,,,,,,,,,,,,0xFFFF,0xFFFF
625,'of Shouting',0x2C,0x5285,0xF3::(138)[4294967236.4294967288],,,0x47,,,,,,,,,,0xFFFF,0xFFFF
626,'of Shouting',0x2C,0x5285,0xF3::(138)[4294967276.4294967291],,,,,,,,,,,,,0xFFFF,0xFFFF
627,'of Stunning',0x2C,0x5284,0xF3::(139)[4294967236.4294967289],,,0x47,,,,,,,0x1A,0x19,0x44,0xFFFF,0xFFFF
628,'of Stunning',0x2C,0x5284,0xF3::(139)[4294967276.4294967292],,,0x2E,,,,,,,,,,0xFFFF,0xFFFF
629,'of Item Finding',0x2C,0x5283,0xF3::(142)[4294967236.4294967289],,,0x47,,,,,,,,,,0xFFFF,0xFFFF
630,'of Item Finding',0x2C,0x5283,0xF3::(142)[4294967276.4294967292],,,,,,,,,,,,,0xFFFF,0xFFFF
631,'of Concentration',0x2C,0x5282,0xF3::(144)[4294967236.4294967290],,,0x47,,,,,,,,,,0xFFFF,0xFFFF
632,'of Concentration',0x2C,0x5282,0xF3::(144)[4294967276.4294967293],,,0x2E,,,,,,,0x1A,0x19,0x44,0xFFFF,0xFFFF
633,'of Battle Cry',0x2C,0x5281,0xF3::(146)[4294967236.4294967290],,,0x47,,,,,,,,,,0xFFFF,0xFFFF
634,'of Battle Cry',0x2C,0x5281,0xF3::(146)[4294967276.4294967293],,,,,,,,,,,,,0xFFFF,0xFFFF
635,'of Battle Orders',0x2C,0x5280,0xF3::(149)[4294967236.4294967291],,,0x47,,,,,,,,,,0xFFFF,0xFFFF
636,'of Battle Orders',0x2C,0x5280,0xF3::(149)[4294967276.4294967294],,,,,,,,,,,,,0xFFFF,0xFFFF
637,'of Grim Ward',0x2C,0x527F,0xF3::(150)[4294967236.4294967291],,,0x47,,,,,,,,,,0xFFFF,0xFFFF
638,'of Grim Ward',0x2C,0x527F,0xF3::(150)[4294967276.4294967294],,,0xC,,,,,,,,,,0xFFFF,0xFFFF
639,'of War Cry',0x2C,0x527E,0xF3::(154)[4294967236.4294967293],,,0x47,,,,,,,,,,0xFFFF,0xFFFF
640,'of War Cry',0x2C,0x527E,0xF3::(154)[4294967276.1],,,,,,,,,,,,,0xFFFF,0xFFFF
641,'of Battle Command',0x2C,0x527D,0xF3::(155)[4294967236.4294967293],,,0x47,,,,,,,,,,0xFFFF,0xFFFF
642,'of Battle Command',0x2C,0x527D,0xF3::(155)[4294967276.1],,,,,,,,,,,,,0xFFFF,0xFFFF
643,'of Firestorms',0x2C,0x527C,0xF3::(225)[4294967266.4294967286],,,0x1D,,,,,,,,,,0xFFFF,0xFFFF
644,'of Firestorms',0x2C,0x527C,0xF3::(225)[4294967276.4294967290],,,0x1A,,,,,,,,,,0xFFFF,0xFFFF
645,'of Molten Boulders',0x2C,0x527B,0xF3::(229)[4294967266.4294967288],,,0x1D,,,,,,,,,,0xFFFF,0xFFFF
646,'of Molten Boulders',0x2C,0x527B,0xF3::(229)[4294967276.4294967291],,,0x24,,,,,,,,,,0xFFFF,0xFFFF
647,'of Eruption',0x2C,0x527A,0xF3::(234)[4294967266.4294967289],,,0x1D,,,,,,,,,,0xFFFF,0xFFFF
648,'of Eruption',0x2C,0x527A,0xF3::(234)[4294967276.4294967292],,,0x1A,,,,,,,,,,0xFFFF,0xFFFF
649,'of Cyclone Armor',0x2C,0x5279,0xF3::(235)[4294967266.4294967289],,,0x1D,,,,,,,,,,0xFFFF,0xFFFF
650,'of Cyclone Armor',0x2C,0x5279,0xF3::(235)[4294967276.4294967292],,,0x3,,,,,,,,,,0xFFFF,0xFFFF
651,'of Twister',0x2C,0x5278,0xF3::(240)[4294967266.4294967290],,,0x1D,,,,,,,,,,0xFFFF,0xFFFF
652,'of Twister',0x2C,0x5278,0xF3::(240)[4294967276.4294967293],,,0xC,0x4B,,,,,,,,,0xFFFF,0xFFFF
653,'of Volcano',0x2C,0x5277,0xF3::(244)[4294967266.4294967290],,,0x1D,,,,,,,,,,0xFFFF,0xFFFF
654,'of Volcano',0x2C,0x5277,0xF3::(244)[4294967276.4294967293],,,0x1F,,,,,,,,,,0xFFFF,0xFFFF
655,'of Tornado',0x2C,0x5276,0xF3::(245)[4294967266.4294967291],,,0x1D,,,,,,,,,,0xFFFF,0xFFFF
656,'of Tornado',0x2C,0x5276,0xF3::(245)[4294967276.4294967294],,,0xC,0x4B,,,,,,,,,0xFFFF,0xFFFF
657,'of Armageddon',0x2C,0x5275,0xF3::(249)[4294967266.4294967293],,,0x1D,,,,,,,,,,0xFFFF,0xFFFF
658,'of Armageddon',0x2C,0x5275,0xF3::(249)[4294967276.1],,,0x1A,,,,,,,,,,0xFFFF,0xFFFF
659,'of Hurricane',0x2C,0x5274,0xF3::(250)[4294967266.4294967293],,,0x1D,,,,,,,,,,0xFFFF,0xFFFF
660,'of Hurricane',0x2C,0x5274,0xF3::(250)[4294967276.1],,,0xC,0x4B,,,,,,,,,0xFFFF,0xFFFF
661,'of Damage Amplification',0x2C,0x5273,0x7F::(66)[5.1],,,0x2D,,,,,,,0x44,,,0xFFFF,0xFFFF
662,'of the Icicle',0xA,0x5213,0x11::(0)[2.3],0x12::(0)[6.10],0x13::(0)[50],0x3A,,,,,,,,,,0xFFFF,0xFFFF
663,'of the Glacier',0xA,0x742,0x11::(0)[4.5],0x12::(0)[11.15],0x13::(0)[50],0x3A,,,,,,,,,,0xFFFF,0xFFFF
664,'of Fire',0xC,0x745,0x14::(0)[4.10],0x15::(0)[11.30],,0x3A,,,,,,,,,,0xFFFF,0xFFFF
665,'of Burning',0xC,0x746,0x14::(0)[11.25],0x15::(0)[31.50],,0x3A,,,,,,,,,,0xFFFF,0xFFFF
666,'of Lightning',0xD,0x748,0x16::(0)[1],0x17::(0)[21.60],,0x3A,,,,,,,,,,0xFFFF,0xFFFF
667,'of Thunder',0xD,0x749,0x16::(0)[1],0x17::(0)[61.100],,0x3A,,,,,,,,,,0xFFFF,0xFFFF
668,'of Daring',0x11,0x5202,0x8::(0)[4.6],,,0x3A,,,,,,,,,,0xFFFF,0xFFFF
669,'of Daring',0x11,0x5202,0x8::(0)[7.9],,,0x3A,,,,,,,,,,0xFFFF,0xFFFF
670,'of Knowledge',0x17,0x51F9,0xA::(0)[4.6],,,0x3A,,,,,,,,,,0xFFFF,0xFFFF
671,'of Knowledge',0x17,0x51F9,0xA::(0)[7.9],,,0x3A,,,,,,,,,,0xFFFF,0xFFFF
672,'of Virility',0x1F,0x51EE,0x7::(0)[5.6],,,0x3A,,,,,,,,,,0xFFFF,0xFFFF
673,'of Virility',0x1F,0x51EE,0x7::(0)[7.9],,,0x3A,,,,,,,,,,0xFFFF,0xFFFF
674,'of Readiness',0x7,0x739,0x37::(0)[10],,,0x10,,,,,,,,,,0xFFFF,0xFFFF
675,'of Craftsmanship',0xE,0x74A,0x1C::(0)[1],,,0x54,,,,,,,,,,0xFFFF,0xFFFF
676,'of Quality',0xE,0x74B,0x1C::(0)[2],,,0x54,,,,,,,,,,0xFFFF,0xFFFF
677,'of Maiming',0xE,0x74C,0x1C::(0)[3.4],,,0x54,,,,,,,,,,0xFFFF,0xFFFF
678,'of Craftsmanship',0xE,0x74A,0x1C::(0)[1],,,0x53,,,,,,,,,,0xFFFF,0xFFFF
679,'of Quality',0xE,0x74B,0x1C::(0)[2],,,0x53,,,,,,,,,,0xFFFF,0xFFFF
680,'of Craftsmanship',0xE,0x74A,0x1C::(0)[1],,,0x52,,,,,,,,,,0xFFFF,0xFFFF
681,'of Blight',0x10,0x755,0x8A::(75)[21],,,0x54,,,,,,,,,,0xFFFF,0xFFFF
682,'of Venom',0x10,0x756,0x8A::(100)[39],,,0x54,,,,,,,,,,0xFFFF,0xFFFF
683,'of Pestilence',0x10,0x757,0x8A::(125)[52],,,0x54,,,,,,,,,,0xFFFF,0xFFFF
684,'of Anthrax',0x10,0x5205,0x8A::(150)[86],,,0x54,,,,,,,,,,0xFFFF,0xFFFF
685,'of Blight',0x10,0x755,0x8A::(75)[21],,,0x53,,,,,,,,,,0xFFFF,0xFFFF
686,'of Venom',0x10,0x756,0x8A::(100)[39],,,0x53,,,,,,,,,,0xFFFF,0xFFFF
687,'of Pestilence',0x10,0x757,0x8A::(125)[52],,,0x53,,,,,,,,,,0xFFFF,0xFFFF
688,'of Anthrax',0x10,0x5205,0x8A::(150)[86],,,0x53,,,,,,,,,,0xFFFF,0xFFFF
689,'of Blight',0x10,0x755,0x8A::(75)[21],,,0x52,,,,,,,,,,0xFFFF,0xFFFF
690,'of Venom',0x10,0x756,0x8A::(100)[39],,,0x52,,,,,,,,,,0xFFFF,0xFFFF
691,'of Pestilence',0x10,0x757,0x8A::(125)[52],,,0x52,,,,,,,,,,0xFFFF,0xFFFF
692,'of Anthrax',0x10,0x5205,0x8A::(150)[86],,,0x52,,,,,,,,,,0xFFFF,0xFFFF
693,'of Frost',0xA,0x741,0x11::(0)[1],0x12::(0)[2],0x13::(0)[25],0x54,,,,,,,,,,0xFFFF,0xFFFF
694,'of the Icicle',0xA,0x5213,0x11::(0)[2],0x12::(0)[3.4],0x13::(0)[25],0x54,,,,,,,,,,0xFFFF,0xFFFF
695,'of the Glacier',0xA,0x742,0x11::(0)[3],0x12::(0)[5.7],0x13::(0)[25],0x54,,,,,,,,,,0xFFFF,0xFFFF
696,'of Winter',0xA,0x5212,0x11::(0)[4.6],0x12::(0)[8.11],0x13::(0)[25],0x54,,,,,,,,,,0xFFFF,0xFFFF
697,'of Frost',0xA,0x741,0x11::(0)[1],0x12::(0)[2.3],0x13::(0)[25],0x53,,,,,,,,,,0xFFFF,0xFFFF
698,'of the Icicle',0xA,0x5213,0x11::(0)[2],0x12::(0)[4.5],0x13::(0)[25],0x53,,,,,,,,,,0xFFFF,0xFFFF
699,'of the Glacier',0xA,0x742,0x11::(0)[3],0x12::(0)[6.8],0x13::(0)[25],0x53,,,,,,,,,,0xFFFF,0xFFFF
700,'of Winter',0xA,0x5212,0x11::(0)[4.6],0x12::(0)[9.12],0x13::(0)[25],0x53,,,,,,,,,,0xFFFF,0xFFFF
701,'of Frost',0xA,0x741,0x11::(0)[1],0x12::(0)[2],0x13::(0)[25],0x52,,,,,,,,,,0xFFFF,0xFFFF
702,'of the Icicle',0xA,0x5213,0x11::(0)[2],0x12::(0)[3.4],0x13::(0)[25],0x52,,,,,,,,,,0xFFFF,0xFFFF
703,'of the Glacier',0xA,0x742,0x11::(0)[3],0x12::(0)[5.6],0x13::(0)[25],0x52,,,,,,,,,,0xFFFF,0xFFFF
704,'of Winter',0xA,0x5212,0x11::(0)[4.5],0x12::(0)[7.9],0x13::(0)[25],0x52,,,,,,,,,,0xFFFF,0xFFFF
705,'of Flame',0xC,0x744,0x14::(0)[1],0x15::(0)[2],,0x54,,,,,,,,,,0xFFFF,0xFFFF
706,'of Fire',0xC,0x745,0x14::(0)[1.2],0x15::(0)[3],,0x54,,,,,,,,,,0xFFFF,0xFFFF
707,'of Burning',0xC,0x746,0x14::(0)[2.3],0x15::(0)[4.7],,0x54,,,,,,,,,,0xFFFF,0xFFFF
708,'of Incineration',0xC,0x5210,0x14::(0)[4.7],0x15::(0)[8.14],,0x54,,,,,,,,,,0xFFFF,0xFFFF
709,'of Flame',0xC,0x744,0x14::(0)[1],0x15::(0)[2],,0x53,,,,,,,,,,0xFFFF,0xFFFF
710,'of Fire',0xC,0x745,0x14::(0)[2],0x15::(0)[3.5],,0x53,,,,,,,,,,0xFFFF,0xFFFF
711,'of Burning',0xC,0x746,0x14::(0)[3.5],0x15::(0)[6.11],,0x53,,,,,,,,,,0xFFFF,0xFFFF
712,'of Incineration',0xC,0x5210,0x14::(0)[6.10],0x15::(0)[12.17],,0x53,,,,,,,,,,0xFFFF,0xFFFF
713,'of Flame',0xC,0x744,0x14::(0)[1],0x15::(0)[2],,0x52,,,,,,,,,,0xFFFF,0xFFFF
714,'of Fire',0xC,0x745,0x14::(0)[2],0x15::(0)[3.4],,0x52,,,,,,,,,,0xFFFF,0xFFFF
715,'of Burning',0xC,0x746,0x14::(0)[3.4],0x15::(0)[5.8],,0x52,,,,,,,,,,0xFFFF,0xFFFF
716,'of Incineration',0xC,0x5210,0x14::(0)[5.7],0x15::(0)[9.13],,0x52,,,,,,,,,,0xFFFF,0xFFFF
717,'of Shock',0xD,0x747,0x16::(0)[1],0x17::(0)[2.3],,0x54,,,,,,,,,,0xFFFF,0xFFFF
718,'of Lightning',0xD,0x748,0x16::(0)[1],0x17::(0)[4.7],,0x54,,,,,,,,,,0xFFFF,0xFFFF
719,'of Thunder',0xD,0x749,0x16::(0)[1],0x17::(0)[8.21],,0x54,,,,,,,,,,0xFFFF,0xFFFF
720,'of Storms',0xD,0x520E,0x16::(0)[1],0x17::(0)[22.33],,0x54,,,,,,,,,,0xFFFF,0xFFFF
721,'of Shock',0xD,0x747,0x16::(0)[1],0x17::(0)[3.5],,0x53,,,,,,,,,,0xFFFF,0xFFFF
722,'of Lightning',0xD,0x748,0x16::(0)[1],0x17::(0)[6.13],,0x53,,,,,,,,,,0xFFFF,0xFFFF
723,'of Thunder',0xD,0x749,0x16::(0)[1],0x17::(0)[14.25],,0x53,,,,,,,,,,0xFFFF,0xFFFF
724,'of Storms',0xD,0x520E,0x16::(0)[1],0x17::(0)[26.38],,0x53,,,,,,,,,,0xFFFF,0xFFFF
725,'of Shock',0xD,0x747,0x16::(0)[1],0x17::(0)[3.6],,0x52,,,,,,,,,,0xFFFF,0xFFFF
726,'of Lightning',0xD,0x748,0x16::(0)[1],0x17::(0)[7.10],,0x52,,,,,,,,,,0xFFFF,0xFFFF
727,'of Thunder',0xD,0x749,0x16::(0)[1],0x17::(0)[11.18],,0x52,,,,,,,,,,0xFFFF,0xFFFF
728,'of Storms',0xD,0x520E,0x16::(0)[1],0x17::(0)[19.28],,0x52,,,,,,,,,,0xFFFF,0xFFFF
729,'of Dexterity',0x11,0x758,0x8::(0)[1],,,0xF,0x10,,,,,,,,,0xFFFF,0xFFFF
730,'of Dexterity',0x11,0x758,0x8::(0)[1],,,0xA,,,,,,,,,,0xFFFF,0xFFFF
731,'of Strength',0x1F,0x782,0x7::(0)[1],,,0x10,,,,,,,,,,0xFFFF,0xFFFF
732,'of Strength',0x1F,0x782,0x7::(0)[1],,,0xA,,,,,,,,,,0xFFFF,0xFFFF
733,'of Thorns',0x6,0x737,0x36::(0)[1],,,0x3,0x13,0x33,,,,,,,,0xFFFF,0xFFFF
734,'of Frost',0xA,0x741,0x89::(25)[1],,,0x2D,,,,,,,0x1A,0x19,0x44,0xFFFF,0xFFFF
735,'of Flame',0xC,0x744,0x86::(0)[1.2],,,0x2D,,,,,,,0x1A,0x19,0x44,0xFFFF,0xFFFF
736,'of Blight',0x10,0x755,0x8A::(50)[8],,,0x2D,,,,,,,0x18,0x1A,0x44,0xFFFF,0xFFFF
737,'of Shock',0xD,0x747,0x87::(0)[1.3],,,0x2D,,,,,,,0x1A,0x19,0x44,0xFFFF,0xFFFF
738,'of Regeneration',0x13,0x760,0x35::(0)[2],,,0xC,0x4B,,,,,,,,,0xFFFF,0xFFFF
739,'of Energy',0x17,0x767,0xA::(0)[1],,,0xC,0x44,0x4B,0x19,0x1A,0x25,0xA,,,,0xFFFF,0xFFFF
740,'of Light',0x19,0x76D,0x49::(0)[1],0xF::(0)[10],,0xA,0xC,,,,,,,,,0xFFFF,0xFFFF
741,'of the Leech',0x1B,0x777,0x42::(0)[2.3],,,0xC,,,,,,,,,,0xFFFF,0xFFFF
742,'of the Locust',0x1B,0x778,0x42::(0)[4.5],,,0xC,,,,,,,,,,0xFFFF,0xFFFF
743,'of the Lamprey',0x1B,0x51F1,0x42::(0)[6],,,0xC,,,,,,,,,,0xFFFF,0xFFFF
744,'of the Bat',0x1C,0x779,0x41::(0)[2.3],,,0xA,,,,,,,,,,0xFFFF,0xFFFF
745,'of the Wraith',0x1C,0x2740,0x41::(0)[4.5],,,0xA,,,,,,,,,,0xFFFF,0xFFFF
746,'of the Vampire',0x1C,0x77A,0x41::(0)[6],,,0xA,,,,,,,,,,0xFFFF,0xFFFF
748,'Sturdy',0x65,0x6C2,0x5::(0)[20.30],,,0x32,,,,,,,,,,,
749,'Strong',0x65,0x6C3,0x5::(0)[31.40],,,0x32,,,,,,,,,,,
750,'Glorious',0x65,0x6C4,0x5::(0)[41.50],,,0x32,,,,,,,,,,,
751,'Blessed',0x65,0x6C5,0x5::(0)[51.65],,,0x32,,,,,,,,,,,
752,'Saintly',0x65,0x6C6,0x5::(0)[66.80],,,0x32,,,,,,,,,,,
753,'Holy',0x65,0x6C7,0x5::(0)[81.100],,,0x32,,,,,,,,,,,
754,'Devious',0x67,0x6C8,0x6::(0)[1],,,0x33,,,,,,,,,,,
755,'Fortified',0x67,0x6C9,0x6::(0)[2],,,0x33,,,,,,,,,,,
759,'Jagged',0x6A,0x6CD,0x1D::(0)[10.20],,,0x2D,,,,,,,,,,,
760,'Deadly',0x6A,0x6CE,0x1D::(0)[21.30],,,0x2D,,,,,,,,,,,
761,'Vicious',0x6A,0x6CF,0x1D::(0)[31.40],,,0x2D,,,,,,,,,,,
762,'Brutal',0x6A,0x6D0,0x1D::(0)[41.50],,,0x2D,,,,,,,,,,,
763,'Massive',0x6A,0x6D1,0x1D::(0)[51.65],,,0x2D,,,,,,,,,,,
764,'Savage',0x6A,0x6D2,0x1D::(0)[66.80],,,0x2D,,,,,,,0x1A,0x19,,,
765,'Merciless',0x6A,0x6D3,0x1D::(0)[81.100],,,0x2D,,,,,,,0x1A,0x19,,,
766,'Vulpine',0x6B,0x6D4,0x1E::(0)[10],,,0x33,0xC,,,,,,,,,,
771,'Tireless',0x6D,0x6D9,0x3D::(0)[50],,,0xF,,,,,,,,,,,
772,'Rugged',0x6E,0x6DA,0x3F::(0)[5.10],,,0xF,0x10,0x13,0xA,0xC,,,,,,,
773,'Bronze',0x6F,0x6DB,0xF::(0)[10.20],,,0x2D,0xA,0x10,0xC,,,,,,,,
774,'Iron',0x6F,0x6DC,0xF::(0)[21.40],,,0x2D,0xA,,,,,,,,,,
775,'Steel',0x6F,0x6DD,0xF::(0)[41.60],,,0x2D,0xA,,,,,,,,,,
776,'Silver',0x6F,0x6DE,0xF::(0)[61.80],,,0x2D,0xA,,,,,,,,,,
778,'Gold',0x6F,0x6DF,0xF::(0)[81.100],,,0x2D,,,,,,,,,,,
779,'Platinum',0x6F,0x6E0,0xF::(0)[101.120],,,0x2D,0xA,,,,,,,,,,
780,'Meteoric',0x6F,0x6E1,0xF::(0)[121.150],,,0x2D,0xA,,,,,,0x1A,0x19,,,
781,'Sharp',0x70,0x6E2,0xF::(0)[10.20],0x1D::(0)[10.20],,0x2D,,,,,,,,,,,
782,'Fine',0x70,0x6E3,0xF::(0)[21.40],0x1D::(0)[21.30],,0x2D,,,,,,,,,,,
783,'Warrior's',0x70,0x6E4,0xF::(0)[41.60],0x1D::(0)[31.40],,0x2D,,,,,,,,,,,
784,'Soldier's',0x70,0x6E5,0xF::(0)[61.80],0x1D::(0)[41.50],,0x2D,,,,,,,,,,,
785,'Knight's',0x70,0x6E6,0xF::(0)[81.100],0x1D::(0)[51.65],,0x2D,,,,,,,,,,,
786,'Lord's',0x70,0x6E7,0xF::(0)[101.120],0x1D::(0)[66.80],,0x2D,,,,,,,0x1A,0x19,,,
787,'King's',0x70,0x6E8,0xF::(0)[121.150],0x1D::(0)[81.100],,0x2D,,,,,,,0x1A,0x19,,,
788,'Howling',0x71,0x6E9,0x5A::(0)[128],,,0x2D,,,,,,,0x2F,,,,
789,'Fortuitous',0x72,0x6EA,0x3B::(0)[10.15],,,0xA,0xC,,,,,,,,,,
795,'Glimmering',0x74,0x6F0,0x49::(0)[1],,,0x32,0x19,0x1A,0xA,0xC,,,,,,,
796,'Glowing',0x74,0x6F1,0x49::(0)[2],,,0x32,0x19,0x1A,0xA,0xC,,,,,,,
799,'Lizard's',0x76,0x6F4,0xB::(0)[1.5],,,0x32,0xA,0xC,0x37,,,,0xF,0x10,,,
801,'Snake's',0x76,0x6F6,0xB::(0)[5.10],,,0x33,0x37,0x13,0xA,0xC,,,,,,,
802,'Serpent's',0x76,0x6F7,0xB::(0)[11.20],,,0x33,0x37,0x13,0xA,0xC,,,,,,,
803,'Serpent's',0x76,0x6F7,0xB::(0)[11.20],,,0x3,0x25,0xF,0x10,0x2E,,,0x43,0x37,,,
804,'Drake's',0x76,0x6F8,0xB::(0)[21.30],,,0x37,0xA,0xC,0x13,,,,,,,,
805,'Dragon's',0x76,0x6F9,0xB::(0)[31.40],,,0x37,0xA,0xC,,,,,,,,,
806,'Dragon's',0x76,0x6F9,0xB::(0)[31.40],,,0x3,0x25,0xF,0x10,,,,,,,,
807,'Wyrm's',0x76,0x6FA,0xB::(0)[41.60],,,0x37,0xA,0xC,,,,,,,,,
810,'Prismatic',0x78,0x6FD,0x29::(0)[15.25],,,0xC,,,,,,,,,,,
811,'Prismatic',0x78,0x6FD,0x29::(0)[15],,,0xA,,,,,,,,,,,
812,'Azure',0x79,0x6FE,0x23::(0)[5.10],,,0x32,0x37,0x2F,0xA,0xC,,,,,,,
813,'Lapis',0x79,0x6FF,0x23::(0)[11.20],,,0x32,0xA,0xC,0x37,,,,,,,,
814,'Lapis',0x79,0x6FF,0x23::(0)[11.20],,,0x2D,0x10,,,,,,0x37,,,,
815,'Cobalt',0x79,0x700,0x23::(0)[21.30],,,0x32,0xA,0xC,0x37,,,,0x10,,,,
816,'Cobalt',0x79,0x700,0x23::(0)[21.30],,,0x2D,0x10,,,,,,0x37,,,,
818,'Sapphire',0x79,0x702,0x23::(0)[31.50],,,0x37,0xF,0xA,0xC,0x2F,,,0x18,,,,
821,'Crimson',0x7A,0x705,0x1F::(0)[5.10],,,0x32,0x37,0x2F,0xA,0xC,0xC,,,,,,
822,'Burgundy',0x7A,0x706,0x1F::(0)[11.20],,,0x32,0x37,0xA,0xC,0xC,,,,,,,
823,'Burgundy',0x7A,0x706,0x1F::(0)[11.20],,,0x2D,,,,,,,0x37,,,,
824,'Garnet',0x7A,0x707,0x1F::(0)[21.30],,,0x32,0x37,0xA,0xC,,,,0x10,,,,
825,'Garnet',0x7A,0x707,0x1F::(0)[21.30],,,0x2D,0x10,,,,,,0x37,,,,
827,'Ruby',0x7A,0x709,0x1F::(0)[31.50],,,0x19,0x1A,0xF,0xA,0xC,,,,,,,
830,'Ocher',0x7B,0x70C,0x21::(0)[5.10],,,0x32,0x37,0xA,0xC,0x2F,,,,,,,
831,'Tangerine',0x7B,0x70D,0x21::(0)[11.20],,,0x32,0xA,0xC,0x37,,,,,,,,
832,'Tangerine',0x7B,0x70D,0x21::(0)[11.20],,,0x2D,,,,,,,0x37,,,,
833,'Coral',0x7B,0x70E,0x21::(0)[21.30],,,0x32,0xA,0xC,0x37,,,,0x10,,,,
834,'Coral',0x7B,0x70E,0x21::(0)[21.30],,,0x2D,0x10,,,,,,0x37,,,,
836,'Amber',0x7B,0x710,0x21::(0)[31.50],,,0x32,0xA,0xC,0x1A,0x19,,,0x33,0x10,,,
839,'Beryl',0x7C,0x713,0x27::(0)[5.10],,,0x32,0xA,0xC,0x18,0x1A,0x2F,,,,,,
840,'Jade',0x7C,0x714,0x27::(0)[11.20],,,0x32,0xA,0xC,0x18,0x1A,,,,,,,
841,'Jade',0x7C,0x714,0x27::(0)[11.20],,,0x2D,0xA,,,,,,0x1A,0x18,,,
842,'Viridian',0x7C,0x715,0x27::(0)[21.30],,,0x3,0x25,0x33,0x18,0x1A,0xA,0xC,,,,,
843,'Viridian',0x7C,0x715,0x27::(0)[21.30],,,0x2D,0xF,0x10,0x13,,,,0x1A,0x18,,,
845,'Emerald',0x7C,0x717,0x27::(0)[31.50],,,0x18,0xA,0xC,,,,,,,,,
847,'Fletcher's',0x7D,0x719,0x43::(0)[1],,,0x2F,0xC,,,,,,,,,,
848,'Archer's',0x7D,0x71A,0x43::(0)[2],,,0x2F,,,,,,,,,,,
849,'Archer's',0x7D,0x71A,0x43::(0)[2],,,0xC,,,,,,,,,,,
850,'Monk's',0x7E,0x71B,0x44::(0)[1],,,0x18,0xC,,,,,,,,,,
851,'Priest's',0x7E,0x71C,0x44::(0)[2],,,0x18,,,,,,,,,,,
852,'Priest's',0x7E,0x71C,0x44::(0)[2],,,0xC,,,,,,,,,,,
853,'Summoner's',0x7F,0x71D,0x45::(0)[1],,,0x19,0xC,,,,,,,,,,
854,'Necromancer's',0x7F,0x71E,0x45::(0)[2],,,0x19,,,,,,,,,,,
855,'Necromancer's',0x7F,0x71E,0x45::(0)[2],,,0xC,,,,,,,,,,,
856,'Angel's',0x80,0x71F,0x46::(0)[1],,,0x1A,0xC,,,,,,,,,,
857,'Arch-Angel's',0x80,0x720,0x46::(0)[2],,,0x1A,,,,,,,,,,,
858,'Arch-Angel's',0x80,0x720,0x46::(0)[2],,,0xC,,,,,,,,,,,
859,'Slayer's',0x81,0x721,0x47::(0)[1],,,0x2E,0xC,,,,,,0x37,0x43,,,
860,'Berserker's',0x81,0x722,0x47::(0)[2],,,0x2E,,,,,,,0x37,0x43,,,
861,'Berserker's',0x81,0x722,0x47::(0)[2],,,0xC,,,,,,,,,,,
864,'Triumphant',0x84,0x724,0x6E::(0)[1],,,0x2E,0xA,,,,,,,,,,
865,'Stout',0x65,0x50D0,0x0::(0)[3.5],,,0x54,,,,,,,,,,,
866,'Stout',0x65,0x50D0,0x0::(0)[6.9],,,0x54,,,,,,,,,,,
867,'Stout',0x65,0x50D0,0x0::(0)[10.12],,,0x54,,,,,,,,,,,
868,'Burly',0x65,0x50D8,0x0::(0)[13.15],,,0x54,,,,,,,,,,,
869,'Burly',0x65,0x50D8,0x0::(0)[16.22],,,0x54,,,,,,,,,,,
870,'Burly',0x65,0x50D8,0x0::(0)[23.30],,,0x54,,,,,,,,,,,
871,'Stalwart',0x65,0x50D7,0x0::(0)[33.40],,,0x54,,,,,,,,,,,
872,'Stalwart',0x65,0x50D7,0x0::(0)[44.50],,,0x54,,,,,,,,,,,
873,'Stalwart',0x65,0x50D7,0x0::(0)[60.100],,,0x54,,,,,,,,,,,
874,'Stout',0x65,0x50D0,0x0::(0)[2.3],,,0x53,,,,,,,,,,,
875,'Stout',0x65,0x50D0,0x0::(0)[4.6],,,0x53,,,,,,,,,,,
876,'Stout',0x65,0x50D0,0x0::(0)[8.12],,,0x53,,,,,,,,,,,
877,'Burly',0x65,0x50D8,0x0::(0)[13.18],,,0x53,,,,,,,,,,,
878,'Burly',0x65,0x50D8,0x0::(0)[20.30],,,0x53,,,,,,,,,,,
879,'Stalwart',0x65,0x50D7,0x0::(0)[30.40],,,0x53,,,,,,,,,,,
880,'Stalwart',0x65,0x50D7,0x0::(0)[45.60],,,0x53,,,,,,,,,,,
881,'Stout',0x65,0x50D0,0x0::(0)[1],,,0x52,,,,,,,,,,,
882,'Stout',0x65,0x50D0,0x0::(0)[4.8],,,0x52,,,,,,,,,,,
883,'Burly',0x65,0x50D8,0x0::(0)[15.20],,,0x52,,,,,,,,,,,
884,'Stalwart',0x65,0x50D7,0x0::(0)[20.30],,,0x52,,,,,,,,,,,
885,'Blanched',0x65,0x50D6,0x0::(0)[5.8],,,0x3A,,,,,,,,,,,
886,'Eburin',0x65,0x50D5,0x0::(0)[9.20],,,0x3A,,,,,,,,,,,
887,'Bone',0x65,0x8F4,0x0::(0)[21.40],,,0x3A,,,,,,,,,,,
888,'Ivory',0x65,0x50D4,0x0::(0)[41.64],,,0x3A,,,,,,,,,,,
